,Service Area,School Name,Year,Indicator Name,Value
61,Whitman ,Broadview-Thomson K-8 ,2014,Change,10.0
62,Whitman ,Daniel Bagley ,2014,Change,30.0
63,Whitman ,Greenwood,2014,Change,2.0
64,Whitman ,Loyal Heights,2014,Change,10.0
65,Whitman ,North Beach,2014,Change,-12.0
66,Whitman ,Northgate,2014,Change,-9.0
67,Whitman ,Salmon Bay K-8 ,2014,Change,-2.0
68,Whitman ,Viewlands,2014,Change,44.0
69,Whitman ,Whittier ,2014,Change,-8.0
70,Middle Schools ,Aki Kurose ,2014,Change,-11.0
71,Middle Schools ,Denny Intl. ,2014,Change,-32.0
72,Middle Schools ,Eckstein ,2014,Change,-339.0
73,Middle Schools ,Hamilton Intl.,2014,Change,-152.0
74,Middle Schools ,Jane Addams*,2014,Change,728.0
75,Middle Schools , Madison ,2014,Change,-13.0
76,Middle Schools ,McClure ,2014,Change,20.0
77,Middle Schools ,Mercer Intl. ,2014,Change,107.0
78,Middle Schools ,Washington ,2014,Change,-28.0
79,Middle Schools ,Whitman,2014,Change,-49.0
80,High Schools ,Ballard,2014,Change,52.0
81,High Schools ,Center School ,2014,Change,-7.0
82,High Schools ,Chief Sealth Intl. ,2014,Change,-37.0
83,High Schools ,Cleveland ,2014,Change,-23.0
84,High Schools ,Franklin ,2014,Change,-37.0
85,High Schools ,Garfield ,2014,Change,-18.0
86,High Schools ,Ingraham ,2014,Change,129.0
87,High Schools ,Nathan Hale ,2014,Change,22.0
88,High Schools ,Nova,2014,Change,10.0
89,High Schools ,Rainier Beach ,2014,Change,116.0
90,High Schools ,Roosevelt,2014,Change,-17.0
91,High Schools ,West Seattle ,2014,Change,34.0
92,Service Schools ,Cascade Parent Partnership Program,2014,Change,0.0
93,Service Schools ,Education Service Ctrs,2014,Change,-2.0
94,Service Schools ,InterAgency,2014,Change,-60.0
95,Service Schools ,Middle College ,2014,Change,43.0
96,Service Schools ,Seattle World School ,2014,Change,20.0
97,Service Schools ,South Lake,2014,Change,4.0
98,Service Schools ,SpEd Consortium ,2014,Change,-5.0
99,All,Total,2014,Change,978.0
0,Aki Kurose,Dunlap,2015,Change,-80.0
1,Aki Kurose,Emerson,2015,Change,40.0
2,Aki Kurose,Graham Hill,2015,Change,-34.0
3,Aki Kurose,Martin Luther King Jr.,2015,Change,-44.0
4,Aki Kurose,Rainier View,2015,Change,48.0
5,Aki Kurose,South Shore PK-8,2015,Change,-23.0
6,Aki Kurose,Wing Luke,2015,Change,13.0
7,Denny,Arbor Heights,2015,Change,37.0
8,Denny,Concord Intl,2015,Change,-11.0
9,Denny,Highland Park,2015,Change,-8.0
10,Denny,Roxhill,2015,Change,-67.0
11,Denny,STEM K-8,2015,Change,51.0
12,Denny,West Seattle Elem,2015,Change,-5.0
13,Eckstein,Bryant,2015,Change,3.0
14,Eckstein,Green Lake,2015,Change,38.0
15,Eckstein,Hazel Wolf K-8,2015,Change,45.0
16,Eckstein,Laurelhurst,2015,Change,11.0
17,Eckstein,Olympic View,2015,Change,-19.0
18,Eckstein,Sand Point,2015,Change,-3.0
19,Eckstein,Thornton Creek,2015,Change,13.0
20,Eckstein,View Ridge,2015,Change,3.0
21,Eckstein,Wedgwood,2015,Change,13.0
22,Hamilton,B. F. Day,2015,Change,-39.0
23,Hamilton,Cascadia,2015,Change,67.0
24,Hamilton,J. Stanford Intl,2015,Change,-12.0
25,Hamilton,Licton Springs K-8,2015,Change,22.0
26,Hamilton,McDonald Intl,2015,Change,45.0
27,Hamilton,West Woodland,2015,Change,12.0
28,Jane Addams,John Rogers,2015,Change,38.0
29,Jane Addams,Olympic Hills,2015,Change,-6.0
30,Jane Addams,Sacajawea,2015,Change,-10.0
31,Madison,Alki,2015,Change,3.0
32,Madison,Fairmount Park*,2015,Change,110.0
33,Madison,Gatewood,2015,Change,25.0
34,Madison,Lafayette,2015,Change,-25.0
35,Madison,Pathfinder K-8,2015,Change,1.0
36,Madison,Sanislo,2015,Change,-7.0
37,Madison,Schmitz Park,2015,Change,37.0
38,McClure,Catharine Blaine K-8,2015,Change,63.0
39,McClure,Coe,2015,Change,45.0
40,McClure,John Hay,2015,Change,-18.0
41,McClure,Lawton,2015,Change,7.0
42,McClure,Queen Anne,2015,Change,30.0
43,Mercer,Beacon Hill Intl,2015,Change,-20.0
44,Mercer,Dearborn Park,2015,Change,3.0
45,Mercer,Hawthorne,2015,Change,29.0
46,Mercer,Kimball,2015,Change,-7.0
47,Mercer,Maple,2015,Change,11.0
48,Mercer,Orca K-8,2015,Change,-60.0
49,Mercer,Van Asselt,2015,Change,-13.0
50,Washington,Bailey Gatzert,2015,Change,-42.0
51,Washington,John Muir,2015,Change,-43.0
52,Washington,Leschi,2015,Change,-14.0
53,Washington,Lowell,2015,Change,48.0
54,Washington,Madrona K-8,2015,Change,-1.0
55,Washington,McGilvra,2015,Change,-11.0
56,Washington,Montlake,2015,Change,13.0
57,Washington,Stevens,2015,Change,-28.0
58,Washington,T. Marshall,2015,Change,28.0
59,Washington,TOPS K-8,2015,Change,-9.0
60,Whitman,Adams,2015,Change,11.0
61,Whitman,Broadview-Thomson K-8,2015,Change,-59.0
62,Whitman,Daniel Bagley,2015,Change,3.0
63,Whitman,Greenwood,2015,Change,-23.0
64,Whitman,Loyal Heights,2015,Change,-23.0
65,Whitman,North Beach,2015,Change,-1.0
66,Whitman,Northgate,2015,Change,35.0
67,Whitman,Salmon Bay K-8,2015,Change,-3.0
68,Whitman,Viewlands,2015,Change,25.0
69,Whitman,Whittier,2015,Change,1.0
70,Middle Schools,Aki Kurose,2015,Change,-10.0
71,Middle Schools,Denny Intl,2015,Change,-48.0
72,Middle Schools,Eckstein,2015,Change,26.0
73,Middle Schools,Hamilton Intl,2015,Change,142.0
74,Middle Schools,Jane Addams*,2015,Change,97.0
75,Middle Schools,Madison,2015,Change,13.0
76,Middle Schools,McClure,2015,Change,14.0
77,Middle Schools,Mercer Intl,2015,Change,27.0
78,Middle Schools,Washington,2015,Change,-58.0
79,Middle Schools,Whitman,2015,Change,-46.0
80,High Schools,Ballard,2015,Change,31.0
81,High Schools,Center School,2015,Change,-13.0
82,High Schools,Chief Sealth Intl,2015,Change,-65.0
83,High Schools,Cleveland STEM,2015,Change,14.0
84,High Schools,Franklin,2015,Change,-46.0
85,High Schools,Garfield,2015,Change,86.0
86,High Schools,Ingraham,2015,Change,8.0
87,High Schools,Nathan Hale,2015,Change,34.0
88,High Schools,Nova,2015,Change,3.0
89,High Schools,Rainier Beach,2015,Change,55.0
90,High Schools,Roosevelt,2015,Change,-6.0
91,High Schools,West Seattle,2015,Change,-64.0
93,Service Schools,Cascade Parent Partnership Program,2015,Change,5.0
94,Service Schools,Education Service Ctrs,2015,Change,2.0
95,Service Schools,InterAgency,2015,Change,-54.0
96,Service Schools,Middle College,2015,Change,-78.0
97,Service Schools,Seattle World School,2015,Change,-35.0
98,Service Schools,South Lake,2015,Change,-13.0
99,Service Schools,SpEd Consortium,2015,Change,-29.0
100,All,TOTAL,2015,Change,251.0
0,Aki Kurose,Dunlap,2017,Change,-14.0
1,Aki Kurose,Emerson,2017,Change,35.0
2,Aki Kurose,Graham Hill,2017,Change,6.0
3,Aki Kurose,Martin Luther King Jr.,2017,Change,-14.0
4,Aki Kurose,Rainier View,2017,Change,17.0
5,Aki Kurose,South Shore PK-8,2017,Change,-93.0
6,Aki Kurose,Wing Luke,2017,Change,-19.0
7,Denny,Arbor Heights,2017,Change,62.0
8,Denny,Concord Intl,2017,Change,-9.0
9,Denny,Highland Park,2017,Change,-38.0
10,Denny,Roxhill,2017,Change,-29.0
11,Denny,Sanislo,2017,Change,-21.0
12,Denny,STEM K-8,2017,Change,65.0
13,Denny,West Seattle Elem,2017,Change,-9.0
14,Eagle Staff,Broadview-Thomson K-8,2017,Change,-82.0
15,Eagle Staff,Cascadia,2017,Change,-229.0
16,Eagle Staff,Daniel Bagley,2017,Change,-1.0
17,Eagle Staff,Greenwood,2017,Change,-4.0
18,Eagle Staff,Licton Springs K-8,2017,Change,33.0
19,Eagle Staff,Northgate,2017,Change,-27.0
20,Eagle Staff,Olympic View,2017,Change,-45.0
21,Eckstein,Bryant,2017,Change,-7.0
22,Eckstein,Decatur,2017,Change,242.0
23,Eckstein,Green Lake,2017,Change,12.0
24,Eckstein,Laurelhurst,2017,Change,-49.0
25,Eckstein,Sand Point,2017,Change,-21.0
26,Eckstein,Thornton Creek,2017,Change,62.0
27,Eckstein,View Ridge,2017,Change,-21.0
28,Eckstein,Wedgwood,2017,Change,0.0
29,Hamilton,B. F. Day,2017,Change,-7.0
30,Hamilton,J. Stanford Intl,2017,Change,21.0
31,Hamilton,McDonald Intl,2017,Change,7.0
32,Hamilton,West Woodland,2017,Change,20.0
33,Jane Addams,Cedar Park,2017,Change,55.0
34,Jane Addams,Hazel Wolf K-8,2017,Change,23.0
35,Jane Addams,John Rogers,2017,Change,-17.0
36,Jane Addams,Olympic Hills,2017,Change,28.0
37,Jane Addams,Sacajawea,2017,Change,-11.0
38,Madison,Alki,2017,Change,-7.0
39,Madison,Fairmount Park,2017,Change,19.0
40,Madison,Gatewood,2017,Change,-12.0
41,Madison,Genesee Hill,2017,Change,27.0
42,Madison,Lafayette,2017,Change,-54.0
43,Madison,Pathfinder K-8,2017,Change,-5.0
44,McClure,Catharine Blaine K-8,2017,Change,10.0
45,McClure,Coe,2017,Change,0.0
46,McClure,John Hay,2017,Change,-8.0
47,McClure,Lawton,2017,Change,10.0
48,McClure,Queen Anne,2017,Change,-66.0
49,Meany,Leschi,2017,Change,1.0
50,Meany,Lowell,2017,Change,28.0
51,Meany,Madrona*,2017,Change,-63.0
52,Meany,McGilvra,2017,Change,-40.0
53,Meany,Montlake,2017,Change,5.0
54,Meany,Stevens,2017,Change,-13.0
55,Meany,TOPS K-8,2017,Change,0.0
56,Mercer,Beacon Hill Intl,2017,Change,-5.0
57,Mercer,Dearborn Park Intl,2017,Change,-2.0
58,Mercer,Hawthorne,2017,Change,22.0
59,Mercer,Kimball,2017,Change,29.0
60,Mercer,Maple,2017,Change,30.0
61,Mercer,Orca K-8,2017,Change,20.0
62,Mercer,Van Asselt,2017,Change,-46.0
63,Washington,Bailey Gatzert,2017,Change,-18.0
64,Washington,John Muir,2017,Change,-35.0
65,Washington,T. Marshall,2017,Change,31.0
66,Whitman,Adams,2017,Change,-22.0
67,Whitman,Loyal Heights,2017,Change,-13.0
68,Whitman,North Beach,2017,Change,9.0
69,Whitman,Salmon Bay K-8,2017,Change,1.0
70,Whitman,Viewlands,2017,Change,22.0
71,Whitman,Whittier,2017,Change,18.0
72,Middle Schools,Aki Kurose,2017,Change,-55.0
73,Middle Schools,Denny Intl,2017,Change,8.0
74,Middle Schools,Eagle Staff,2017,Change,716.0
75,Middle Schools,Eckstein,2017,Change,-13.0
76,Middle Schools,Hamilton Intl,2017,Change,-217.0
77,Middle Schools,Jane Addams,2017,Change,-14.0
78,Middle Schools,Madison,2017,Change,15.0
79,Middle Schools,McClure,2017,Change,-12.0
80,Middle Schools,Meany,2017,Change,492.0
81,Middle Schools,Mercer Intl,2017,Change,-45.0
82,Middle Schools,Washington,2017,Change,-378.0
83,Middle Schools,Whitman,2017,Change,-289.0
84,High Schools,Ballard,2017,Change,84.0
85,High Schools,Center School,2017,Change,8.0
86,High Schools,Chief Sealth Intl,2017,Change,-75.0
87,High Schools,Cleveland STEM,2017,Change,5.0
88,High Schools,Franklin,2017,Change,47.0
89,High Schools,Garfield,2017,Change,58.0
90,High Schools,Ingraham,2017,Change,37.0
91,High Schools,Nathan Hale,2017,Change,42.0
92,High Schools,Rainier Beach,2017,Change,41.0
93,High Schools,Roosevelt,2017,Change,125.0
94,High Schools,West Seattle,2017,Change,21.0
95,Service Schools,Bridges Transition Program,2017,Change,40.0
96,Service Schools,Cascade Parent Partnership Program,2017,Change,16.0
97,Service Schools,In Tandem,2017,Change,-3.0
98,Service Schools,InterAgency,2017,Change,-47.0
99,Service Schools,Middle College,2017,Change,-59.0
100,Service Schools,Non Public Agencies,2017,Change,-4.0
101,Service Schools,Nova**,2017,Change,-25.0
102,Service Schools,Seattle World School,2017,Change,-5.0
103,Service Schools,South Lake,2017,Change,-18.0
104,Service Schools,SpEd Consortium,2017,Change,-12.0
105,All,TOTAL,2017,Change,278.0
0,Aki Kurose,Dunlap,2018,Change,-26.0
1,Aki Kurose,Emerson,2018,Change,13.0
2,Aki Kurose,Graham Hill,2018,Change,-36.0
3,Aki Kurose,Martin Luther King Jr.,2018,Change,-2.0
4,Aki Kurose,Rainier View,2018,Change,-6.0
5,Aki Kurose,South Shore PK-8,2018,Change,11.0
6,Aki Kurose,Wing Luke,2018,Change,-4.0
7,Denny,Arbor Heights,2018,Change,27.0
8,Denny,Concord Intl,2018,Change,13.0
9,Denny,Highland Park,2018,Change,-5.0
10,Denny,Roxhill,2018,Change,-11.0
11,Denny,Sanislo,2018,Change,-18.0
12,Denny,STEM K-8,2018,Change,3.0
13,Denny,West Seattle Elem,2018,Change,-6.0
14,Eagle Staff,Broadview-Thomson K-8,2018,Change,-28.0
15,Eagle Staff,Cascadia,2018,Change,-13.0
16,Eagle Staff,Daniel Bagley,2018,Change,-23.0
17,Eagle Staff,Greenwood,2018,Change,-18.0
18,Eagle Staff,Licton Springs K-8,2018,Change,11.0
19,Eagle Staff,Northgate,2018,Change,-48.0
20,Eagle Staff,Olympic View,2018,Change,-9.0
21,Eckstein,Bryant,2018,Change,-31.0
22,Eckstein,Decatur,2018,Change,4.0
23,Eckstein,Green Lake,2018,Change,10.0
24,Eckstein,Laurelhurst,2018,Change,-12.0
25,Eckstein,Sand Point,2018,Change,-32.0
26,Eckstein,Thornton Creek,2018,Change,49.0
27,Eckstein,View Ridge,2018,Change,-36.0
28,Eckstein,Wedgwood,2018,Change,-2.0
29,Hamilton,B. F. Day,2018,Change,29.0
30,Hamilton,J. Stanford Intl,2018,Change,16.0
31,Hamilton,McDonald Intl,2018,Change,16.0
32,Hamilton,West Woodland,2018,Change,-26.0
33,Jane Addams,Cedar Park,2018,Change,59.0
34,Jane Addams,Hazel Wolf K-8,2018,Change,3.0
35,Jane Addams,John Rogers,2018,Change,-6.0
36,Jane Addams,Olympic Hills,2018,Change,62.0
37,Jane Addams,Sacajawea,2018,Change,-9.0
38,Madison,Alki,2018,Change,-5.0
39,Madison,Fairmount Park,2018,Change,-12.0
40,Madison,Gatewood,2018,Change,20.0
41,Madison,Genesee Hill,2018,Change,-40.0
42,Madison,Lafayette,2018,Change,21.0
43,Madison,Pathfinder K-8,2018,Change,2.0
44,McClure,Catharine Blaine K-8,2018,Change,-22.0
45,McClure,Coe,2018,Change,-25.0
46,McClure,John Hay,2018,Change,-10.0
47,McClure,Lawton,2018,Change,15.0
48,McClure,Queen Anne,2018,Change,-60.0
49,Meany,Leschi,2018,Change,-26.0
50,Meany,Lowell,2018,Change,-86.0
51,Meany,Madrona*,2018,Change,10.0
52,Meany,McGilvra,2018,Change,5.0
53,Meany,Montlake,2018,Change,-17.0
54,Meany,Stevens,2018,Change,-41.0
55,Meany,TOPS K-8,2018,Change,13.0
56,Mercer,Beacon Hill Intl,2018,Change,-4.0
57,Mercer,Dearborn Park Intl,2018,Change,-30.0
58,Mercer,Hawthorne,2018,Change,-5.0
59,Mercer,Kimball,2018,Change,-3.0
60,Mercer,Maple,2018,Change,14.0
61,Mercer,Orca K-8,2018,Change,3.0
62,Mercer,Van Asselt,2018,Change,-26.0
63,Washington,Bailey Gatzert,2018,Change,-5.0
64,Washington,John Muir,2018,Change,-25.0
65,Washington,T. Marshall,2018,Change,-79.0
66,Whitman,Adams,2018,Change,-16.0
67,Whitman,Loyal Heights,2018,Change,51.0
68,Whitman,North Beach,2018,Change,42.0
69,Whitman,Salmon Bay K-8,2018,Change,-5.0
70,Whitman,Viewlands,2018,Change,-36.0
71,Whitman,Whittier,2018,Change,-54.0
72,Middle Schools,Aki Kurose,2018,Change,-22.0
73,Middle Schools,Denny Intl,2018,Change,31.0
74,Middle Schools,Eagle Staff,2018,Change,122.0
75,Middle Schools,Eckstein,2018,Change,70.0
76,Middle Schools,Hamilton Intl,2018,Change,44.0
77,Middle Schools,Jane Addams,2018,Change,20.0
78,Middle Schools,Madison,2018,Change,70.0
79,Middle Schools,McClure,2018,Change,-3.0
80,Middle Schools,Meany,2018,Change,6.0
81,Middle Schools,Mercer Intl,2018,Change,10.0
82,Middle Schools,Washington,2018,Change,-43.0
83,Middle Schools,Whitman,2018,Change,8.0
84,High Schools,Ballard,2018,Change,89.0
85,High Schools,Center School,2018,Change,4.0
86,High Schools,Chief Sealth Intl,2018,Change,-21.0
87,High Schools,Cleveland STEM,2018,Change,-1.0
88,High Schools,Franklin,2018,Change,-106.0
89,High Schools,Garfield,2018,Change,-116.0
90,High Schools,Ingraham,2018,Change,4.0
91,High Schools,Nathan Hale,2018,Change,-52.0
92,High Schools,Rainier Beach,2018,Change,19.0
93,High Schools,Roosevelt,2018,Change,37.0
94,High Schools,West Seattle,2018,Change,-10.0
95,Service Schools,Bridges Transition Program,2018,Change,-12.0
96,Service Schools,Cascade Parent Partnership Program,2018,Change,-5.0
97,Service Schools,In Tandem,2018,Change,8.0
98,Service Schools,InterAgency,2018,Change,13.0
99,Service Schools,Middle College,2018,Change,-24.0
100,Service Schools,Non Public Agencies,2018,Change,10.0
101,Service Schools,Nova**,2018,Change,-46.0
102,Service Schools,Seattle World School,2018,Change,-31.0
103,Service Schools,South Lake,2018,Change,1.0
104,Service Schools,SpEd Consortium,2018,Change,-6.0
105,All,TOTAL,2018,Change,-449.0
0,Aki Kurose,Dunlap,2019,Change,25.0
1,Aki Kurose,Emerson,2019,Change,6.0
2,Aki Kurose,Graham Hill,2019,Change,9.0
3,Aki Kurose,Martin Luther King Jr.,2019,Change,0.0
4,Aki Kurose,Rainier View,2019,Change,7.0
5,Aki Kurose,South Shore PK-8,2019,Change,19.0
6,Aki Kurose,Wing Luke,2019,Change,-22.0
7,Denny,Arbor Heights,2019,Change,17.0
8,Denny,Concord Intl,2019,Change,-35.0
9,Denny,Highland Park,2019,Change,0.0
10,Denny,Roxhill,2019,Change,-10.0
11,Denny,Sanislo,2019,Change,0.0
12,Denny,STEM K-8,2019,Change,4.0
13,Denny,West Seattle Elem,2019,Change,2.0
14,Eagle Staff,Broadview-Thomson K-8,2019,Change,67.0
15,Eagle Staff,Cascadia,2019,Change,-6.0
16,Eagle Staff,Daniel Bagley,2019,Change,-14.0
17,Eagle Staff,Greenwood,2019,Change,-6.0
18,Eagle Staff,Licton Springs K-8,2019,Change,-11.0
19,Eagle Staff,Northgate,2019,Change,10.0
20,Eagle Staff,Olympic View,2019,Change,15.0
21,Eckstein,Bryant,2019,Change,26.0
22,Eckstein,Decatur,2019,Change,-15.0
23,Eckstein,Green Lake,2019,Change,-16.0
24,Eckstein,Laurelhurst,2019,Change,-44.0
25,Eckstein,Sand Point,2019,Change,21.0
26,Eckstein,Thornton Creek,2019,Change,-27.0
27,Eckstein,View Ridge,2019,Change,-41.0
28,Eckstein,Wedgwood,2019,Change,-15.0
29,Hamilton,B. F. Day,2019,Change,62.0
30,Hamilton,J. Stanford Intl,2019,Change,-2.0
31,Hamilton,McDonald Intl,2019,Change,-2.0
32,Hamilton,West Woodland,2019,Change,0.0
33,Jane Addams,Cedar Park,2019,Change,35.0
34,Jane Addams,Hazel Wolf K-8,2019,Change,-13.0
35,Jane Addams,John Rogers,2019,Change,-18.0
36,Jane Addams,Olympic Hills,2019,Change,8.0
37,Jane Addams,Sacajawea,2019,Change,2.0
38,Madison,Alki,2019,Change,-9.0
39,Madison,Fairmount Park,2019,Change,-16.0
40,Madison,Gatewood,2019,Change,5.0
41,Madison,Genesee Hill,2019,Change,-28.0
42,Madison,Lafayette,2019,Change,10.0
43,Madison,Pathfinder K-8,2019,Change,5.0
44,McClure,Catharine Blaine K-8,2019,Change,-130.0
45,McClure,Coe,2019,Change,18.0
46,McClure,John Hay,2019,Change,16.0
47,McClure,Lawton,2019,Change,-55.0
48,McClure,Magnolia,2019,Change,276.0
49,McClure,Queen Anne,2019,Change,-70.0
50,Meany,Leschi,2019,Change,-18.0
51,Meany,Lowell,2019,Change,1.0
52,Meany,Madrona*,2019,Change,17.0
53,Meany,McGilvra,2019,Change,-9.0
54,Meany,Montlake,2019,Change,-1.0
55,Meany,Stevens,2019,Change,-17.0
56,Meany,TOPS K-8,2019,Change,7.0
57,Mercer,Beacon Hill Intl,2019,Change,5.0
58,Mercer,Dearborn Park Intl,2019,Change,5.0
59,Mercer,Hawthorne,2019,Change,28.0
60,Mercer,Kimball,2019,Change,-5.0
61,Mercer,Maple,2019,Change,-9.0
62,Mercer,Orca K-8,2019,Change,7.0
63,Mercer,Rising Star,2019,Change,-1.0
64,Washington,Bailey Gatzert,2019,Change,25.0
65,Washington,John Muir,2019,Change,-17.0
66,Washington,T. Marshall,2019,Change,-18.0
67,Whitman,Adams,2019,Change,-35.0
68,Whitman,Loyal Heights,2019,Change,13.0
69,Whitman,North Beach,2019,Change,19.0
70,Whitman,Salmon Bay K-8,2019,Change,21.0
71,Whitman,Viewlands,2019,Change,6.0
72,Whitman,Whittier,2019,Change,3.0
73,Middle Schools,Aki Kurose,2019,Change,-8.0
74,Middle Schools,Denny Intl,2019,Change,-27.0
75,Middle Schools,Eagle Staff,2019,Change,-27.0
76,Middle Schools,Eckstein,2019,Change,52.0
77,Middle Schools,Hamilton Intl,2019,Change,17.0
78,Middle Schools,Jane Addams,2019,Change,62.0
79,Middle Schools,Madison,2019,Change,38.0
80,Middle Schools,McClure,2019,Change,-3.0
81,Middle Schools,Meany,2019,Change,18.0
82,Middle Schools,Mercer Intl,2019,Change,-31.0
83,Middle Schools,Washington,2019,Change,-63.0
84,Middle Schools,Whitman,2019,Change,62.0
85,High Schools,Ballard,2019,Change,-190.0
86,High Schools,Center School,2019,Change,9.0
87,High Schools,Chief Sealth Intl,2019,Change,14.0
88,High Schools,Cleveland STEM,2019,Change,19.0
89,High Schools,Franklin,2019,Change,16.0
90,High Schools,Garfield,2019,Change,-26.0
91,High Schools,Ingraham,2019,Change,87.0
92,High Schools,Lincoln,2019,Change,590.0
93,High Schools,Nathan Hale,2019,Change,-42.0
94,High Schools,Rainier Beach,2019,Change,-23.0
95,High Schools,Roosevelt,2019,Change,-136.0
96,High Schools,West Seattle,2019,Change,90.0
97,Service Schools,Bridges Transition Program,2019,Change,5.0
98,Service Schools,Cascade Parent Partnership Program,2019,Change,10.0
99,Service Schools,In Tandem,2019,Change,4.0
100,Service Schools,InterAgency,2019,Change,24.0
101,Service Schools,Middle College,2019,Change,27.0
102,Service Schools,Non Public Agencies,2019,Change,7.0
103,Service Schools,Nova**,2019,Change,-54.0
104,Service Schools,Seattle World School,2019,Change,104.0
105,Service Schools,South Lake,2019,Change,-8.0
106,Service Schools,SpEd Consortium,2019,Change,-8.0
107,All,TOTAL,2019,Change,696.0
0,Aki Kurose,Dunlap,2020,Change,-16.0
1,Aki Kurose,Emerson,2020,Change,-2.0
2,Aki Kurose,Graham Hill,2020,Change,-32.0
3,Aki Kurose,Martin Luther King Jr.,2020,Change,-12.0
4,Aki Kurose,Rainier View,2020,Change,-14.0
5,Aki Kurose,South Shore PK-8,2020,Change,11.0
6,Aki Kurose,Wing Luke,2020,Change,-11.0
7,Denny,Arbor Heights,2020,Change,-29.0
8,Denny,Concord Intl,2020,Change,-10.0
9,Denny,Highland Park,2020,Change,-8.0
10,Denny,Roxhill,2020,Change,-12.0
11,Denny,Sanislo,2020,Change,-23.0
12,Denny,STEM K-8,2020,Change,-17.0
13,Denny,West Seattle Elem,2020,Change,-41.0
14,Eagle Staff,Broadview-Thomson K-8,2020,Change,7.0
15,Eagle Staff,Cascadia,2020,Change,-2.0
16,Eagle Staff,Daniel Bagley,2020,Change,-20.0
17,Eagle Staff,Greenwood,2020,Change,-12.0
18,Eagle Staff,Licton Springs K-8,2020,Change,-32.0
19,Eagle Staff,Northgate,2020,Change,-22.0
20,Eagle Staff,Olympic View,2020,Change,-56.0
21,Eckstein,Bryant,2020,Change,-62.0
22,Eckstein,Decatur,2020,Change,-19.0
23,Eckstein,Green Lake,2020,Change,-77.0
24,Eckstein,Laurelhurst,2020,Change,-30.0
25,Eckstein,Sand Point,2020,Change,10.0
26,Eckstein,Thornton Creek,2020,Change,1.0
27,Eckstein,View Ridge,2020,Change,-52.0
28,Eckstein,Wedgwood,2020,Change,-53.0
29,Hamilton,B. F. Day,2020,Change,-11.0
30,Hamilton,J. Stanford Intl,2020,Change,-5.0
31,Hamilton,McDonald Intl,2020,Change,-3.0
32,Hamilton,West Woodland,2020,Change,-66.0
33,Jane Addams   Cedar Park,Cedar Park,2020,Change,38.0
34,Jane Addams   Cedar Park,Hazel Wolf K-8,2020,Change,21.0
35,Jane Addams   Cedar Park,John Rogers,2020,Change,-36.0
36,Jane Addams   Cedar Park,Olympic Hills,2020,Change,6.0
37,Jane Addams   Cedar Park,Sacajawea,2020,Change,-31.0
38,Madison,Alki,2020,Change,-34.0
39,Madison,Fairmount Park,2020,Change,-50.0
40,Madison,Gatewood,2020,Change,-38.0
41,Madison,Genesee Hill,2020,Change,-59.0
42,Madison,Lafayette,2020,Change,-11.0
43,Madison,Pathfinder K-8,2020,Change,0.0
44,McClure,Catharine Blaine K-8,2020,Change,-96.0
45,McClure,Coe,2020,Change,-55.0
46,McClure,John Hay,2020,Change,-114.0
47,McClure,Lawton,2020,Change,-62.0
48,McClure,Magnolia,2020,Change,12.0
49,McClure,Queen Anne,2020,Change,9.0
50,Meany,Leschi,2020,Change,-20.0
51,Meany,Lowell,2020,Change,-10.0
52,Meany,Madrona,2020,Change,-10.0
53,Meany,McGilvra,2020,Change,-12.0
54,Meany,Montlake,2020,Change,-18.0
55,Meany,Stevens,2020,Change,-32.0
56,Meany,TOPS K-8,2020,Change,-6.0
57,Mercer,Beacon Hill Intl,2020,Change,-29.0
58,Mercer,Dearborn Park Intl,2020,Change,-24.0
59,Mercer,Hawthorne,2020,Change,-8.0
60,Mercer,Kimball,2020,Change,-11.0
61,Mercer,Maple,2020,Change,-46.0
62,Mercer,Orca K-8,2020,Change,14.0
63,Mercer,Rising Star,2020,Change,-50.0
64,Washington,Bailey Gatzert,2020,Change,-20.0
65,Washington,John Muir,2020,Change,34.0
66,Washington,T. Marshall,2020,Change,-30.0
67,Whitman,Adams,2020,Change,-72.0
68,Whitman,Loyal Heights,2020,Change,8.0
69,Whitman,North Beach,2020,Change,-32.0
70,Whitman,Salmon Bay K-8,2020,Change,-13.0
71,Whitman,Viewlands,2020,Change,-26.0
72,Whitman,Whittier,2020,Change,-27.0
73,Middle Schools,Aki Kurose,2020,Change,71.0
74,Middle Schools,Denny Intl,2020,Change,36.0
75,Middle Schools,Eagle Staff,2020,Change,307.0
76,Middle Schools,Eckstein,2020,Change,-50.0
77,Middle Schools,Hamilton Intl,2020,Change,-42.0
78,Middle Schools,Jane Addams,2020,Change,25.0
79,Middle Schools,Madison,2020,Change,-505.0
80,Middle Schools,McClure,2020,Change,-47.0
81,Middle Schools,Meany,2020,Change,669.0
82,Middle Schools,Mercer Intl,2020,Change,-347.0
83,Middle Schools,Washington,2020,Change,-3.0
84,Middle Schools,Whitman,2020,Change,27.0
85,High Schools,Ballard,2020,Change,-112.0
86,High Schools,Center School,2020,Change,1.0
87,High Schools,Chief Sealth Intl,2020,Change,65.0
88,High Schools,Cleveland STEM,2020,Change,0.0
89,High Schools,Franklin,2020,Change,2.0
90,High Schools,Garfield,2020,Change,1.0
91,High Schools,Ingraham,2020,Change,-6.0
92,High Schools,Lincoln,2020,Change,389.0
93,High Schools,Nathan Hale,2020,Change,5.0
94,High Schools,Rainier Beach,2020,Change,70.0
